transaction_id,user_id,amount,category,merchant,timestamp,is_fraud
111,53,24.69,Bills,"Morrison, Young and Hayes",2026-03-26 12:02:03,True
112,76,89.24,Shopping,"Williams, Barr and Spencer",2026-02-26 22:03:26,False
113,43,521.76,Entertainment,Burton LLC,2026-05-03 06:47:17,False
114,67,479.17,Food,Small-Rios,2026-02-25 23:08:24,False
115,58,504.81,Bills,"Miller, White and Scott",2026-02-14 05:23:11,True
116,81,529.92,Shopping,Vaughn-Daniels,2026-03-04 16:01:52,True
117,16,698.56,Entertainment,Collins PLC,2026-01-14 13:42:25,True
118,70,823.46,Bills,Schneider-Yu,2026-02-27 23:41:09,False
119,15,15.58,Shopping,Berry Group,2026-04-29 03:03:42,True
120,46,65.92,Food,"Stevens, Thomas and Wagner",2026-04-27 02:37:33,False
121,7,692.77,Bills,"Mcpherson, Ramos and Pitts",2026-06-09 09:15:19,False
122,68,766.8,Food,Hopkins Group,2026-06-13 17:28:56,False
123,52,927.35,Bills,Lindsey-Leonard,2026-02-05 04:56:00,True
124,52,971.78,Bills,Pierce-White,2026-01-05 05:58:59,True
125,29,42.25,Entertainment,Cole Inc,2026-06-02 22:13:37,True
126,86,974.84,Entertainment,Weber-Sanchez,2026-04-21 03:29:55,False
127,51,287.59,Shopping,Juarez Ltd,2026-06-15 12:41:13,False
128,71,126.12,Bills,"Marshall, Mcconnell and Brown",2026-05-31 17:14:33,False
129,70,962.5,Bills,Haney-Larson,2026-04-30 02:39:27,False
130,54,61.04,Bills,Austin-Avila,2026-03-29 17:00:04,True
131,10,814.51,Entertainment,Conley-Bond,2026-05-01 02:38:43,True
132,47,89.2,Shopping,Lopez and Sons,2026-01-14 16:33:00,True
133,20,434.34,Entertainment,Barton Group,2026-06-18 00:53:45,False
134,23,662.08,Bills,Cameron-Silva,2026-04-27 01:32:55,True
135,40,662.61,Entertainment,Harrison-Johnson,2026-01-02 05:30:51,False
136,76,744.16,Shopping,Brooks-Green,2026-03-16 02:46:26,False
137,25,281.58,Entertainment,Cortez-Mills,2026-03-03 23:05:48,True
138,25,496.82,Food,Bailey LLC,2026-03-26 14:16:27,True
139,92,926.02,Entertainment,"Gill, Fernandez and Bradley",2026-02-06 17:06:15,True
140,86,794.47,Shopping,Wright-Burton,2026-02-26 14:52:23,True
141,100,280.29,Food,"Evans, Sanchez and Grant",2026-01-26 17:38:51,True
142,85,70.4,Food,Kennedy-Joseph,2026-02-24 09:33:34,True
143,53,355.23,Entertainment,Lee Ltd,2026-02-20 02:51:18,True
144,71,528.78,Food,"Warren, Hebert and Leonard",2026-01-19 06:12:19,False
145,73,148.52,Shopping,"Jensen, Boyd and Hale",2026-05-20 05:44:08,True
146,67,429.41,Bills,"Martinez, Choi and Williams",2026-05-10 13:12:46,True
147,79,158.76,Bills,"Romero, Miles and Ortiz",2026-06-02 18:02:57,False
148,71,944.09,Entertainment,Clay-Kelly,2026-06-13 04:47:20,True
149,89,557.48,Bills,"Brewer, Carson and Reyes",2026-02-25 02:36:44,True
150,24,776.93,Shopping,Merritt LLC,2026-05-20 04:07:56,False
151,75,113.17,Entertainment,"Johnson, Garcia and Johnson",2026-05-24 19:54:23,False
152,1,583.18,Food,"Brooks, Perez and Herrera",2026-06-11 01:49:22,False
153,18,875.15,Food,"Hoffman, Hill and Pearson",2026-02-09 22:32:16,True
154,10,364.16,Bills,"Drake, Thompson and Brady",2026-03-26 10:25:53,False
155,2,479.21,Bills,"Martinez, Hancock and Elliott",2026-04-19 20:43:28,True
156,8,286.58,Food,"Garcia, Cox and Garza",2026-05-14 22:36:16,False
157,40,928.5,Entertainment,Saunders Ltd,2026-05-07 07:50:13,True
158,25,720.24,Bills,"Douglas, Simmons and Stevens",2026-04-16 06:08:52,True
159,92,820.15,Food,Caldwell and Sons,2026-01-27 01:58:02,False
160,72,388.98,Entertainment,"Serrano, Flores and Hill",2026-06-12 09:27:25,False
161,10,142.68,Bills,Smith-Salazar,2026-01-11 01:03:18,False
162,49,588.93,Shopping,"Barnett, Thornton and Avila",2026-01-21 11:11:08,True
163,29,329.73,Food,"Koch, Mann and Wilson",2026-05-10 17:51:50,False
164,47,348.85,Entertainment,Reeves LLC,2026-03-25 13:45:21,False
165,86,467.41,Food,Willis and Sons,2026-02-24 18:21:37,True
166,11,849.86,Food,"Gibson, Richardson and Walton",2026-01-23 12:24:20,False
167,42,499.67,Bills,"Morgan, Ross and Woodard",2026-04-03 20:27:27,False
168,67,463.18,Food,Smith and Sons,2026-01-25 20:14:28,False
169,67,258.66,Bills,"Mitchell, Patel and Chase",2026-04-01 13:46:51,True
170,4,520.77,Shopping,"Wheeler, Daniel and Robertson",2026-03-09 00:02:38,False
171,31,336.5,Entertainment,Stark Ltd,2026-06-01 10:51:19,True
172,55,697.76,Bills,Mccoy and Sons,2026-06-03 05:13:03,True
173,88,99.82,Entertainment,"Wright, Johnson and Hoover",2026-03-29 11:36:18,False
174,3,677.93,Bills,"Jones, Bernard and Dennis",2026-01-25 07:19:32,False
175,25,302.16,Entertainment,Bryant Group,2026-05-08 03:31:37,False
176,75,787.45,Bills,Zimmerman and Sons,2026-01-13 07:28:23,True
177,32,572.83,Bills,Chandler LLC,2026-04-19 02:32:03,False
178,88,356.58,Entertainment,Lucas-Nunez,2026-02-07 04:03:47,True
179,78,615.48,Shopping,Hernandez Inc,2026-02-25 01:32:25,True
180,53,241.3,Food,Carter-Manning,2026-06-16 20:17:43,True
181,46,504.54,Food,"Wang, Smith and Hunter",2026-03-20 18:17:37,False
182,88,738.58,Food,"Bates, Gray and Velasquez",2026-02-02 03:35:26,False
183,19,165.63,Shopping,"Lee, Brown and Munoz",2026-02-12 00:53:48,False
184,10,89.35,Shopping,Bailey-Thompson,2026-01-12 15:00:30,False
185,48,61.39,Bills,Tyler-Davies,2026-01-07 04:45:54,True
186,68,300.04,Entertainment,"Chavez, Nguyen and Lewis",2026-03-23 15:22:26,True
187,26,887.98,Food,Thomas PLC,2026-01-12 04:51:27,False
188,20,107.2,Food,Evans-Tran,2026-03-05 05:44:21,False
189,50,779.74,Food,Johnson Inc,2026-04-05 08:33:09,True
190,51,209.34,Bills,Allen-Woods,2026-03-21 23:28:33,True
191,66,965.62,Shopping,Evans-Quinn,2026-05-23 11:35:24,True
192,63,35.1,Bills,Ward Inc,2026-04-19 14:58:38,True
193,3,14.06,Food,Williams-Barron,2026-06-06 11:06:35,True
194,67,522.94,Shopping,Patel-Jimenez,2026-03-11 08:45:18,False
195,79,586.35,Entertainment,"Garcia, Leblanc and Young",2026-05-17 11:02:11,False
196,57,28.96,Shopping,Lynch-Carter,2026-06-16 13:20:15,True
197,68,308.82,Shopping,Weber-Webb,2026-01-11 18:09:02,True
198,24,984.29,Bills,"Herman, Richards and Hanson",2026-06-01 12:47:36,False
199,71,102.66,Bills,Martin Group,2026-02-22 14:57:22,False
200,61,807.8,Shopping,"Burke, Harris and Avery",2026-06-15 19:58:06,True
201,29,170.64,Shopping,Stevens and Sons,2026-05-02 15:36:01,False
202,10,875.54,Entertainment,Martinez-Ramirez,2026-03-28 08:10:12,True
203,62,616.52,Food,Smith and Sons,2026-01-07 02:12:32,True
204,34,318.7,Shopping,"Williams, Thompson and Banks",2026-02-12 20:35:59,True
205,84,90.58,Bills,Evans-Randolph,2026-01-21 06:39:05,False
206,4,384.05,Shopping,Warren-Garcia,2026-04-14 08:46:58,True
207,15,367.65,Entertainment,"Jones, Richardson and Mcdaniel",2026-04-25 05:59:27,False
208,4,138.86,Food,"Munoz, Gonzales and Mason",2026-01-02 22:46:35,False
209,66,61.18,Entertainment,Garcia-Mitchell,2026-02-19 18:34:42,False
210,100,811.53,Bills,Armstrong-Collins,2026-06-17 00:36:58,False
211,27,685.52,Bills,Young-Moore,2026-06-15 20:02:41,True
212,76,556.15,Entertainment,"Irwin, Rivera and Morris",2026-03-21 10:25:51,True
213,54,574.62,Entertainment,Bennett PLC,2026-06-13 09:27:01,True
214,76,438.45,Shopping,Hoffman-Hudson,2026-05-06 14:14:53,True
215,80,473.13,Food,"Vazquez, Smith and Freeman",2026-05-27 04:58:35,False
216,49,733.33,Food,Sanchez-Arellano,2026-03-09 19:08:40,False
217,32,778.6,Food,Bell Ltd,2026-01-23 01:46:31,True
218,58,846.66,Food,Perez and Sons,2026-01-30 02:43:51,True
219,77,666.29,Food,Morris-Bautista,2026-04-12 12:51:39,False
220,85,201.18,Shopping,Marks Group,2026-06-01 04:25:59,False
221,26,628.16,Entertainment,Clark-Mcdonald,2026-05-25 07:31:02,False
222,78,383.99,Bills,Taylor-Andrews,2026-04-08 06:56:51,False
223,85,718.42,Entertainment,Hammond-Brooks,2026-04-09 11:23:09,False
224,14,297.02,Bills,Rose-Landry,2026-02-17 21:19:52,False
225,92,614.67,Entertainment,Walker and Sons,2026-06-10 13:56:11,True
226,27,918.05,Bills,Greene Group,2026-05-31 03:38:50,True
227,20,742.45,Bills,"Robinson, Estes and Odom",2026-02-22 22:32:16,False
228,96,193.02,Food,Brown-Barnes,2026-06-15 06:06:38,False
229,28,924.16,Bills,Morales-Torres,2026-02-06 07:59:53,False
230,28,998.36,Bills,"Leblanc, Warren and Palmer",2026-05-12 03:17:00,True
231,39,496.82,Entertainment,Hernandez-Baker,2026-02-22 19:45:25,False
232,52,419.76,Shopping,"Zavala, Li and Mendoza",2026-06-02 01:25:38,False
233,65,935.59,Shopping,Perez-Austin,2026-05-12 01:30:08,False
234,69,705.31,Bills,Taylor PLC,2026-05-03 07:37:45,False
235,50,392.06,Entertainment,Mahoney-Freeman,2026-05-03 07:28:19,True
236,55,21.77,Entertainment,Orozco-Fields,2026-03-05 14:39:01,True
237,51,220.6,Bills,Dunn-Wright,2026-02-02 03:45:24,True
238,16,957.3,Bills,Gill Ltd,2026-05-11 17:22:10,False
239,86,854.39,Food,Jennings LLC,2026-05-30 01:17:23,False
240,6,959.76,Food,"Meza, Phillips and Sutton",2026-02-02 05:09:39,False
241,2,557.03,Bills,"Lewis, Garcia and Moran",2026-03-14 07:15:00,False
242,93,100.43,Shopping,Schultz Group,2026-06-18 16:17:22,True
243,76,43.35,Bills,Mccarty and Sons,2026-06-14 11:31:05,False
244,25,259.96,Bills,Murphy Ltd,2026-06-01 03:37:21,False
245,78,542.38,Entertainment,Garcia Group,2026-02-06 08:03:40,True
246,65,453.13,Bills,Floyd Group,2026-05-02 10:47:52,False
247,94,602.52,Entertainment,Rodriguez LLC,2026-02-19 07:41:35,True
248,38,817.18,Shopping,Hawkins and Sons,2026-03-24 10:32:09,False
249,47,157.61,Bills,"Richard, Petersen and Alvarez",2026-02-11 08:17:49,False
250,86,972.26,Food,Hamilton Ltd,2026-04-01 20:36:26,False
251,8,854.01,Shopping,Coleman LLC,2026-01-30 04:02:16,False
252,43,241.92,Shopping,"Cochran, Harper and Garcia",2026-03-08 02:17:43,False
253,94,227.88,Shopping,Alvarez and Sons,2026-05-08 10:57:23,True
254,46,270.97,Shopping,"Robinson, Malone and Lara",2026-05-27 12:34:33,True
255,51,552.96,Food,Harris Group,2026-05-19 03:58:11,True
256,78,370.02,Food,Day and Sons,2026-02-15 02:00:51,False
257,20,990.27,Bills,Ward LLC,2026-04-06 11:41:19,False
258,64,306.66,Food,Conrad-Hall,2026-02-15 11:59:50,True
259,92,490.88,Bills,"Newman, King and Kline",2026-06-07 18:22:45,True
260,16,55.62,Entertainment,"Potter, Martinez and Burns",2026-04-10 03:23:52,True
261,82,227.74,Entertainment,Arroyo-Jones,2026-06-17 05:56:34,True
262,65,881.34,Shopping,"Garza, Gutierrez and Mckay",2026-03-03 06:17:23,False
263,24,813.17,Entertainment,Russell-Carter,2026-04-15 06:15:28,False
264,85,161.63,Bills,Terry Group,2026-01-05 05:13:05,False
265,94,939.79,Food,Jones and Sons,2026-02-09 06:35:36,True
266,70,962.16,Entertainment,"Ellis, Browning and Padilla",2026-03-09 18:16:05,False
267,64,372.6,Entertainment,"Levy, Hubbard and Hartman",2026-05-28 09:54:39,True
268,79,772.15,Shopping,"Williams, Hernandez and Castillo",2026-04-13 17:02:24,False
269,48,65.24,Shopping,"Houston, Mcdonald and Boyd",2026-05-06 16:09:45,False
270,77,85.31,Entertainment,Marshall LLC,2026-01-03 23:41:45,False
271,91,770.71,Bills,"Taylor, Holland and Gonzalez",2026-01-02 23:49:08,True
272,88,312.09,Food,Cook Inc,2026-03-19 16:23:35,False
273,39,572.86,Entertainment,"Mahoney, Bell and Jones",2026-04-27 22:05:35,True
274,67,365.55,Bills,"Frost, Chambers and Avery",2026-04-19 08:50:36,False
275,64,171.08,Bills,Mccoy-Wilson,2026-01-17 05:06:43,False
276,50,655.29,Food,Wilson Group,2026-05-25 23:47:05,True
277,57,41.56,Food,Cooke LLC,2026-03-10 13:14:16,False
278,66,788.3,Entertainment,Bradshaw-Hill,2026-04-03 01:18:15,True
279,100,418.7,Bills,"Schmidt, Lewis and Martin",2026-03-25 12:28:12,True
280,50,737.5,Shopping,Myers PLC,2026-06-09 03:25:48,False
281,79,80.34,Bills,"Haley, Thompson and Todd",2026-05-11 04:09:08,False
282,7,320.76,Bills,"Brooks, Brown and Maxwell",2026-01-25 14:47:45,True
283,14,107.5,Food,Sampson-Cox,2026-01-11 04:32:27,True
284,61,419.95,Bills,Short LLC,2026-02-19 11:04:08,True
285,52,767.79,Food,"Hines, Cooper and Hughes",2026-02-27 03:13:28,False
286,11,893.92,Shopping,Williams PLC,2026-01-17 05:55:47,False
287,49,732.85,Bills,Moore-Wood,2026-05-07 21:04:29,False
288,99,671.42,Food,Sherman-Villegas,2026-04-02 06:31:01,True
289,3,291.99,Food,Hall Group,2026-02-08 23:37:51,False
290,27,867.78,Food,"Ashley, Patel and Thomas",2026-04-18 22:29:03,True
291,9,269.09,Shopping,Stewart PLC,2026-02-05 14:22:04,False
292,80,395.26,Food,Snyder Inc,2026-04-23 22:30:43,True
293,50,985.74,Shopping,Nichols Ltd,2026-02-09 13:29:59,False
294,26,449.12,Shopping,Delgado and Sons,2026-05-21 22:32:10,True
295,84,878.57,Bills,Chavez PLC,2026-02-15 19:57:33,True
296,26,232.37,Bills,"Todd, Garza and Gallagher",2026-01-17 17:53:11,False
297,12,472.94,Food,"Jones, Johnson and Wilson",2026-03-03 05:22:49,False
298,9,771.53,Entertainment,Hernandez-Howard,2026-06-09 06:01:40,True
299,64,537.39,Entertainment,Lewis PLC,2026-05-29 17:19:54,False
300,58,991.91,Shopping,Gray Inc,2026-01-16 05:23:13,False
301,48,197.81,Shopping,"Hughes, Young and Price",2026-01-22 18:55:50,False
302,12,674.25,Food,Steele-Johnson,2026-03-31 07:41:20,False
303,69,626.87,Food,"Hernandez, Rojas and Vasquez",2026-02-24 14:52:56,True
304,37,507.85,Shopping,Vincent-Meyer,2026-01-24 02:42:38,True
305,100,375.45,Bills,Edwards-Rivera,2026-01-13 12:48:37,False
306,16,720.55,Entertainment,"Johnson, Ward and Manning",2026-04-11 14:33:33,False
307,63,811.42,Food,"Santos, Moran and Stanley",2026-02-09 15:23:13,True
308,28,750.03,Shopping,Lopez-Bruce,2026-03-30 09:12:06,False
309,63,702.2,Bills,Hines-Camacho,2026-03-27 17:12:22,False
310,81,349.08,Entertainment,"Hernandez, Turner and Moody",2026-05-14 08:07:16,True
311,75,229.78,Shopping,Clark-Johnson,2026-03-29 23:20:07,True
312,15,729.04,Bills,Logan-Hill,2026-05-16 11:37:27,True
313,36,841.16,Shopping,Vargas-Levine,2026-04-02 00:13:31,True
314,6,377.05,Shopping,Wilson-Kelly,2026-03-18 10:56:30,True
315,68,575.68,Shopping,Beasley Inc,2026-05-15 03:38:08,False
316,93,578.96,Food,"Chavez, Mitchell and Garza",2026-04-04 05:17:39,True
317,34,925.74,Shopping,Gross-Craig,2026-03-25 05:22:23,True
318,2,733.58,Food,"Reid, Bauer and Edwards",2026-03-24 08:43:30,True
319,39,949.03,Shopping,Brown-Hammond,2026-02-21 12:18:20,False
320,15,104.79,Bills,Morrow Ltd,2026-03-14 10:32:49,False
321,51,281.04,Bills,"Parker, Meyer and Brown",2026-05-25 07:27:33,False
322,93,65.49,Entertainment,"Li, Andersen and Lopez",2026-04-03 18:09:07,True
323,13,922.86,Entertainment,Smith PLC,2026-01-08 20:50:26,True
324,2,875.26,Food,Johnson-Charles,2026-03-28 05:11:02,True
325,8,545.68,Shopping,Quinn LLC,2026-03-14 11:55:10,True
326,11,464.44,Bills,Pennington LLC,2026-06-08 07:11:11,True
327,63,634.2,Entertainment,"Salas, Owens and Thompson",2026-02-28 11:02:12,True
328,63,58.93,Bills,Bentley and Sons,2026-01-22 02:29:17,False
329,81,175.46,Food,Moore PLC,2026-04-09 17:03:06,False
330,93,578.93,Shopping,"Pierce, Cordova and Jackson",2026-05-13 22:30:28,False
331,69,268.17,Shopping,Mcdaniel Ltd,2026-01-19 18:03:48,False
332,84,271.81,Bills,Price PLC,2026-04-30 09:54:03,False
333,66,794.8,Food,"Adams, Stein and Gibson",2026-04-26 09:16:58,False
334,72,496.82,Food,"Collins, Nelson and Valenzuela",2026-03-30 09:28:04,False
335,61,515.94,Bills,Vaughn Group,2026-01-19 09:50:36,True
336,38,266.81,Food,"Smith, Henderson and Roberts",2026-02-14 16:47:30,False
337,28,133.12,Food,Peters-Adams,2026-05-29 16:03:49,True
338,18,819.35,Food,Young-Thompson,2026-02-03 10:43:10,False
339,8,19.7,Entertainment,"Allison, Jackson and Sims",2026-01-23 14:08:00,False
340,12,704.78,Bills,"Mcdonald, Reid and Dickson",2026-03-22 11:34:05,True
341,33,687.36,Food,Cowan and Sons,2026-06-12 00:01:58,False
342,26,269.59,Entertainment,"Martin, Hancock and Johnson",2026-02-27 22:19:57,False
343,75,528.06,Entertainment,Campbell-Hudson,2026-02-10 04:40:17,False
344,88,407.85,Entertainment,Hicks-Rivera,2026-02-26 15:14:47,False
345,71,7.86,Shopping,Lopez LLC,2026-04-17 13:22:28,False
346,86,388.64,Food,Miller-Martinez,2026-06-02 06:47:26,False
347,63,240.83,Food,"Flores, Walter and Martin",2026-01-20 00:18:06,False
348,31,591.23,Shopping,Patterson LLC,2026-04-06 08:46:33,False
349,70,86.66,Shopping,Miles-Ford,2026-01-23 19:53:16,True
350,16,611.77,Bills,"Patterson, Jensen and Mclean",2026-03-09 11:08:25,False
351,14,454.75,Shopping,"Phillips, Thompson and Leon",2026-03-13 10:41:25,False
352,88,562.1,Entertainment,Smith-Pena,2026-05-01 09:05:17,True
353,30,441.54,Shopping,Mcconnell LLC,2026-04-25 15:01:07,True
354,30,236.67,Food,"Glover, Mack and Durham",2026-02-21 22:50:54,True
355,93,733.03,Entertainment,Henry-Sullivan,2026-03-29 02:20:33,True
356,38,933.34,Food,Shepherd Inc,2026-06-17 11:12:50,True
357,50,197.96,Shopping,Dillon-Keith,2026-05-01 02:42:30,True
358,9,620.8,Bills,Henderson and Sons,2026-06-02 06:09:25,True
359,12,37.02,Food,Kemp-Harris,2026-06-02 00:02:29,False
360,100,344.99,Food,"Gates, Martinez and Anderson",2026-05-11 20:29:17,False
361,62,593.42,Bills,"Hernandez, Houston and Castro",2026-06-06 20:08:37,False
362,9,284.31,Food,"Jimenez, Mcpherson and Clay",2026-06-05 09:17:42,False
363,42,236.45,Entertainment,Williams-Cox,2026-03-18 14:39:17,False
364,5,975.92,Entertainment,"Barnes, Soto and Davis",2026-03-22 22:15:29,True
